WorkerId,Input.object_name,Input.object_description,Answer.colour,Answer.disposition,Answer.function,Answer.height_mean,Answer.height_range,Answer.height_unit_cm.centimeters,Answer.height_unit_f.feet,Answer.height_unit_i.inches,Answer.height_unit_m.meters,Answer.height_unit_mm.millimeters,Answer.height_unit_na.na,Answer.length_mean,Answer.length_range,Answer.length_unit_cm.centimeters,Answer.length_unit_f.feet,Answer.length_unit_i.inches,Answer.length_unit_m.meters,Answer.length_unit_mm.millimeters,Answer.length_unit_na.na,Answer.location,Answer.material,Answer.pattern,Answer.shape,Answer.temperature_mean,Answer.temperature_range,Answer.temperature_unit_c.celsius,Answer.temperature_unit_f.fahrenheit,Answer.temperature_unit_k.kelvin,Answer.temperature_unit_na.na,Answer.texture,Answer.value_mean,Answer.value_range,Answer.value_unit_d.US dollars,Answer.value_unit_e.euros,Answer.value_unit_na.na,Answer.value_unit_p.pounds,Answer.weight_mean,Answer.weight_range,Answer.weight_unit_g.grams,Answer.weight_unit_kg.kilograms,Answer.weight_unit_na.na,Answer.weight_unit_o.ounces,Answer.weight_unit_p.pounds,Answer.width_mean,Answer.width_range,Answer.width_unit_cm.centimeters,Answer.width_unit_f.feet,Answer.width_unit_i.inches,Answer.width_unit_m.meters,Answer.width_unit_mm.millimeters,Answer.width_unit_na.na,Answer.height_unit,Answer.length_unit,Answer.temperature_unit,Answer.value_unit,Answer.weight_unit,Answer.width_unit,Answer.texture_cleaned,Answer.colour_cleaned,Answer.material_cleaned,Answer.shape_cleaned,Answer.pattern_cleaned,Answer.location_cleaned,Answer.disposition_cleaned
A1B8E9HE2BSIDQ,microwave,kitchen appliance that cooks food by passing an electromagnetic wave through it,"Red, Blue, Silver, Black, White","Durable, Heat-resistant, Slightly fragile","Heating food, Reheating leftovers, Defrosting, Popcorn making, Convection cooking (advanced models)",25.0,3.0,true,false,false,false,false,false,55.0,5.0,true,false,false,false,false,false,"Kitchen, Office, Dorm Room, Garage","Metal, Plastic","Plain, Textured","Rectangular, Cylindrical",40.0,10.0,true,false,false,false,Smooth,200.0,75.0,true,false,false,false,15.0,2.5,false,true,false,false,false,45.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'red', 'silver', 'white']","['metal', 'plastic']","['cylindrical', 'rectangle']",[],"['garage', 'kitchen', 'office']","['durable', 'fragile', 'heat-resistant']"
A1Q5C0N9A4WH1P,microwave,kitchen appliance that cooks food by passing an electromagnetic wave through it,"Black, white, stainless steel, silver","Hot (internally when operating), electronic, stationary, convenient, quick, sometimes noisy","Heating food, cooking, defrosting, reheating, popping popcorn",30.0,8.0,true,false,false,false,false,false,50.0,10.0,true,false,false,false,false,false,"Kitchen counter, above stove (over-the-range), built into cabinet","Steel, plastic, glass, electronic components, magnetron","Solid color, door, control panel (buttons, display), handle, vents, rotating plate inside","Rectangular, boxy, compact, cuboid",100.0,50.0,true,false,false,false,"Smooth, metallic, plastic (exterior), glass (door), perforated (vents)",150.0,100.0,true,false,false,false,15.0,5.0,false,true,false,false,false,40.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['perforated'],"['black', 'silver', 'white']","['glass', 'plastic']",['rectangle'],[],['kitchen'],"['noisy', 'stationary']"
A1KD5JI4PHUE9R,oven,kitchen appliance used for baking or roasting,"Stainless steel, black, white, silver, sometimes grey or dark blue","Hot (when in use), reliable, sturdy, heavy, clean (ideally), functional, spacious (interior)","Baking, roasting, broiling, cooking food, heating, self-cleaning, warming dishes",90.0,30.0,true,false,false,false,false,false,70.0,10.0,true,false,false,false,false,false,"Kitchen, restaurant, bakery, deli, cooking area","Steel, glass, ceramic (cooktop), plastic (knobs, handles), cast iron (grates), various insulation materials","Solid color, digital display, control knobs/buttons, handle bar, oven racks, brand logo","Rectangular, boxy, square, built-in, freestanding",200.0,100.0,true,false,false,false,"Smooth, metallic, glossy, matte, glassy (door), sometimes textured (controls)",1000.0,500.0,true,false,false,false,70.0,30.0,false,true,false,false,false,75.0,15.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'grey', 'or', 'silver', 'white']","['ceramic', 'glass', 'plastic']","['rectangle', 'square']",[],"['bakery', 'kitchen', 'restaurant']","['functional', 'reliable', 'sturdy']"
A2CRCTC261MOBY,oven,kitchen appliance used for baking or roasting,"Silver, black, white, red.","Durable, heat-resistant, energy-consuming.","To bake, roast, broil, or reheat food.",60.0,5.0,true,false,false,false,false,false,60.0,5.0,true,false,false,false,false,false,"Kitchen, bakery, restaurant kitchen","Metal stainless steel, aluminum, glass for doors, plastic for knobs.","Plain, with visible panel lines or window; rarely patterned.","Rectangular most common, built-in square front panel",180.0,70.0,true,false,false,false,"Smooth exterior metal or enamel, textured knobs or handles.",800.0,300.0,true,false,false,false,60.0,10.0,false,true,false,false,false,76.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'red', 'silver', 'white']","['glass', 'metal', 'plastic']","['plate', 'rectangle', 'square']",[],"['bakery', 'kitchen', 'restaurant']","['durable', 'energy-consuming', 'heat-resistant']"
AX8D3L76H0JR7,oven,kitchen appliance used for baking or roasting,"black, white, silver","durable, heat-resistant","to bake food, to roast food",90.0,15.0,true,false,false,false,false,false,60.0,10.0,true,false,false,false,false,false,kitchen,"metal, glass, plastic",plain,rectangular,180.0,100.0,false,false,false,false,smooth,600.0,200.0,true,false,false,false,45.0,10.0,false,true,false,false,false,60.0,10.0,false,false,false,false,true,false,centimeters,centimeters,na,US dollars,kilograms,millimeters,[],"['black', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],[],['kitchen'],"['durable', 'heat-resistant']"
A2CF19ZYZK1NPJ,toaster,a kitchen appliance (usually electric) for toasting bread,silver,DURALE,to toast bread,20.0,3.0,true,false,false,false,false,false,30.0,2.0,true,false,false,false,false,false,kitchen,metal,PLAIN,rectangular,na,na,false,false,false,true,rough,na,na,false,false,true,false,2.5,0.2,false,true,false,false,false,25.0,2.0,true,false,false,false,false,false,centimeters,centimeters,na,na,kilograms,centimeters,[],['silver'],['metal'],['rectangle'],[],['kitchen'],[]
A1LT2NZ8OXTOY4,toaster,a kitchen appliance (usually electric) for toasting bread,"Silver, black, white, red, cream","Hot (when in use), electrical, stationary, reliable, simple, utilitarian","Toasting bread, heating pastries, browning bagels, making breakfast",18.0,5.0,true,false,false,false,false,false,25.0,10.0,true,false,false,false,false,false,"Kitchen counter, cupboard, pantry","Stainless steel, plastic, chrome, heating elements (nichrome wire), electronic components","Solid color, slots, buttons, levers, sometimes a brand logo, grid (heating elements visible)","Rectangular, boxy, compact, slotted",80.0,50.0,true,false,false,false,"Smooth, metallic, plastic, sometimes brushed, sometimes ribbed",40.0,20.0,true,false,false,false,1.5,0.5,false,true,false,false,false,15.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'red', 'silver', 'white']",['plastic'],['rectangle'],['grid'],"['kitchen', 'pantry']","['reliable', 'stationary', 'utilitarian']"
AN45JHUE9F3JK,toaster,a kitchen appliance (usually electric) for toasting bread,"Silver, black, white, red, cream","Hot (when in use), electrical, stationary, reliable, simple, utilitarian","Toasting bread, heating pastries, browning bagels, making breakfast",18.0,5.0,true,false,false,false,false,false,25.0,10.0,true,false,false,false,false,false,"Kitchen counter, cupboard, pantry","Stainless steel, plastic, chrome, heating elements (nichrome wire), electronic components","Solid color, slots, buttons, levers, sometimes a brand logo, grid (heating elements visible)","Rectangular, boxy, compact, slotted",80.0,50.0,true,false,false,false,"Smooth, metallic, plastic, sometimes brushed, sometimes ribbed",40.0,20.0,true,false,false,false,1.5,0.5,false,true,false,false,false,15.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'red', 'silver', 'white']",['plastic'],['rectangle'],['grid'],"['kitchen', 'pantry']","['reliable', 'stationary', 'utilitarian']"
A2POYWQRXMFDWN,sink,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,"white, silver, black","durable, water-resistant, stain-resistant","to wash hands, to clean dishes, to rinse objects",20.0,5.0,true,false,false,false,false,false,60.0,15.0,true,false,false,false,false,false,"kitchen, bathroom, laundry room","ceramic, stainless steel, porcelain","plain, speckled","rectangular, oval, round",na,na,false,false,false,true,"smooth, matte",250.0,100.0,true,false,false,false,15.0,5.0,false,true,false,false,false,45.0,10.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,[],"['black', 'silver', 'white']",['ceramic'],"['oval', 'rectangle', 'round']",[],"['bathroom', 'kitchen']","['durable', 'water-resistant']"
A3AHM2WWNW001Z,sink,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,"White, stainless steel, black, grey, beige, off-white","Water-resistant, drainable, durable, cleanable, stationary, functional, sometimes stained, sometimes leaky (if old)","Washing hands, washing dishes, rinsing food, collecting water, disposing of liquids, brushing teeth, cleaning items",20.0,10.0,true,false,false,false,false,false,60.0,20.0,true,false,false,false,false,false,"Kitchen, bathroom, laundry room, utility room, public restroom, laboratory","Ceramic (porcelain), stainless steel, cast iron, composite (granite, quartz), stone, plastic (utility sinks)","Solid color, drain opening, faucet holes, sometimes a subtle speckled pattern (composite), brand logo","Rectangular, oval, round, square, deep, shallow, bowl-shaped",20.0,20.0,true,false,false,false,"Smooth, glossy, metallic (stainless steel), ceramic, porous (stone/concrete), sometimes gritty (when dirty)",200.0,150.0,true,false,false,false,15.0,10.0,false,true,false,false,false,45.0,15.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['porous'],"['black', 'grey', 'white']","['ceramic', 'plastic', 'quartz', 'stone']","['oval', 'rectangle', 'round', 'square']",[],"['bathroom', 'kitchen']","['durable', 'functional', 'stationary', 'water-resistant']"
A3BEV7QJHDFMBR,sink,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,"White, stainless steel, black, grey, beige, off-white","Water-resistant, drainable, durable, cleanable, stationary, functional, sometimes stained, sometimes leaky (if old)","Washing hands, washing dishes, rinsing food, collecting water, disposing of liquids, brushing teeth, cleaning items",20.0,10.0,true,false,false,false,false,false,60.0,20.0,true,false,false,false,false,false,"Kitchen, bathroom, laundry room, utility room, public restroom, laboratory","Ceramic (porcelain), stainless steel, cast iron, composite (granite, quartz), stone, plastic (utility sinks)","Solid color, drain opening, faucet holes, sometimes a subtle speckled pattern (composite), brand logo","Rectangular, oval, round, square, deep, shallow, bowl-shaped",20.0,20.0,true,false,false,false,"Smooth, glossy, metallic (stainless steel), ceramic, porous (stone/concrete), sometimes gritty (when dirty)",200.0,150.0,true,false,false,false,15.0,10.0,false,true,false,false,false,45.0,15.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['porous'],"['black', 'grey', 'white']","['ceramic', 'plastic', 'quartz', 'stone']","['oval', 'rectangle', 'round', 'square']",[],"['bathroom', 'kitchen']","['durable', 'functional', 'stationary', 'water-resistant']"
A39497ARN7GUND,refrigerator,white goods in which food can be stored at low temperatures,"grey,blue,red,pick",durable,to store vegetables,6.0,2.0,false,true,false,false,false,false,6.0,2.0,false,true,false,false,false,false,kitchen,metal,plain,Rectangular,6.0,6.0,true,false,false,false,smooth,50.0,50.0,true,false,false,false,20.0,20.0,false,true,false,false,false,2.0,2.0,false,true,false,false,false,false,feet,feet,celsius,US dollars,kilograms,feet,[],"['blue', 'grey', 'red']",['metal'],['rectangle'],[],['kitchen'],['durable']
A391SHXY5FIDY5,refrigerator,white goods in which food can be stored at low temperatures,"white, silver, black","durable, cold-retaining","to keep food cold, to preserve perishables",180.0,15.0,true,false,false,false,false,false,70.0,10.0,true,false,false,false,false,false,"kitchen, garage, break room","metal, plastic, glass","plain, glossy",rectangular,4.0,2.0,true,false,false,false,"smooth, matte",1000.0,400.0,true,false,false,false,75.0,20.0,false,true,false,false,false,80.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],[],"['garage', 'kitchen']","['durable', 'insulating']"
AGCANGO0QNMMK,refrigerator,white goods in which food can be stored at low temperatures,"White, silver, black, gray.","Durable, energy-consuming, temperature-regulating.",To keep food and beverages cold or preserved by maintaining low temperatures.,170.0,20.0,true,false,false,false,false,false,70.0,10.0,true,false,false,false,false,false,"Kitchen, garage, break room, pantry, hotel room.","Metal (steel), plastic interior, glass shelves, rubber door seals, insulation foam.","Plain most common, sometimes brushed or stainless steel pattern.","Rectangular, boxy, tall and vertical.",4.0,2.0,true,false,false,false,"Smooth metal or plastic finish, sometimes textured or brushed stainless steel.",800.0,300.0,true,false,false,false,85.0,15.0,false,true,false,false,false,70.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'grey', 'silver', 'white']","['glass', 'metal', 'plastic', 'rubber']",['rectangle'],[],"['garage', 'hotel', 'kitchen', 'pantry']","['durable', 'energy-consuming']"
AG7YYSMR6WE36,book,a written work or composition that has been published (printed on pages bound together),"red, blue, silver, black, white, green, na","durable, fragile, flammable","to read, to educate, to entertain, to reference",3.0,2.0,true,false,false,false,false,false,21.0,5.0,true,false,false,false,false,false,"library, living room, office, bedroom, classroom, bookstore","paper, cardboard, leather, plastic","plain, striped, patterned, illustrated, text-covered","rectangular, square, na",na,na,false,false,false,true,"smooth, rough, glossy, matte",15.0,10.0,true,false,false,false,500.0,300.0,true,false,false,false,false,14.0,3.0,false,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,na,[],"['black', 'blue', 'green', 'red', 'silver', 'white']","['cardboard', 'leather', 'paper', 'plastic']","['rectangle', 'square']",['striped'],"['bedroom', 'bookstore', 'classroom', 'library', 'office']","['durable', 'fragile']"
A7JM7SSM5J4XP,book,a written work or composition that has been published (printed on pages bound together),"White, black, blue, red, green, yellow, brown, multicolor (covers)","Informative, entertaining, fragile (pages), portable, engaging, educational, thought-provoking, reference","Reading, learning, storytelling, entertainment, research, decoration, collecting, providing information",3.0,2.0,true,false,false,false,false,false,23.0,7.0,true,false,false,false,false,false,"Bookshelf, library, bookstore, home, school, desk, bag, hand, bed","Paper, cardboard, glue, ink, fabric (clothbound), plastic (laminated cover)","Text, images, illustrations, solid color, abstract designs, covers with specific themes","Rectangular, square, thin, thick, bound",25.0,10.0,true,false,false,false,"Smooth (pages, glossy cover), rough (paperback, clothbound), papery, hard (hardcover), soft (paperback)",20.0,15.0,true,false,false,false,0.5,0.3,false,true,false,false,false,15.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'green', 'red', 'seal brown', 'white', 'yellow']","['cardboard', 'fabric', 'paper', 'plastic']","['rectangle', 'square']",[],"['bookstore', 'library']","['educational', 'entertaining', 'fragile', 'portable']"
